"item","num_strokes","radical","strokes","r_stroke","lexicality","level","CHRCount","logCHR","v1","v1_label"
"狗",8,"犭","撇,弯钩,撇,撇,横折钩,竖,横折,横","撇,弯钩,撇",1,1,13978,4.1454,"",NA
"狙",8,"犭","撇,弯钩,撇,竖,横折,横,横,横","撇,弯钩,撇",1,1,487,2.6875,"",NA
"狞",8,"犭","撇,弯钩,撇,点,点,横撇/横钩,横,竖钩","撇,弯钩,撇",1,1,20,1.301,"",NA
"狠",9,"犭","撇,弯钩,撇,横折,横,横,竖提,撇,捺","撇,弯钩,撇",1,1,1719,3.2353,"",NA
"狡",9,"犭","撇,弯钩,撇,点,横,撇,点,撇,捺","撇,弯钩,撇",1,1,484,2.6848,"",NA
"狨",9,"犭","撇,弯钩,撇,横,横,撇,斜钩,撇,点","撇,弯钩,撇",1,1,3,0.4771,"",NA
"狩",9,"犭","撇,弯钩,撇,点,点,横撇/横钩,横,竖钩,点","撇,弯钩,撇",1,1,250,2.3979,"",NA
"独",9,"犭","撇,弯钩,撇,竖,横折,横,竖,横,点","撇,弯钩,撇",1,1,9203,3.9639,"",NA
"狭",9,"犭","撇,弯钩,撇,横,点,撇,横,撇,捺","撇,弯钩,撇",1,1,235,2.3711,"",NA
"狮",9,"犭","撇,弯钩,撇,竖,撇,横,竖,横折钩,竖","撇,弯钩,撇",1,1,905,2.9566,"",NA
"狯",9,"犭","撇,弯钩,撇,撇,捺,横,横,撇折,点","撇,弯钩,撇",1,1,1,0,"",NA
"狰",9,"犭","撇,弯钩,撇,撇,横撇/横钩,横折,横,横,竖钩","撇,弯钩,撇",1,1,17,1.2304,"",NA
"狱",9,"犭","撇,弯钩,撇,点,横折提,横,撇,捺,点","撇,弯钩,撇",1,1,8440,3.9263,"",NA
"狲",9,"犭","撇,弯钩,撇,横撇/横钩,竖钩,提,竖钩,撇,点","撇,弯钩,撇",1,1,1,0,"",NA
"狳",10,"犭","撇,弯钩,撇,撇,捺,横,横,竖钩,撇,点","撇,弯钩,撇",1,1,NA,NA,"",NA
"狴",10,"犭","撇,弯钩,撇,横,竖提,撇,竖弯钩,横,竖,横","撇,弯钩,撇",1,1,NA,NA,"",NA
"狷",10,"犭","撇,弯钩,撇,竖,横折,横,竖,横折钩,横,横","撇,弯钩,撇",1,1,NA,NA,"",NA
"狸",10,"犭","撇,弯钩,撇,竖,横折,横,横,竖,横,横","撇,弯钩,撇",1,1,547,2.738,"",NA
"狺",10,"犭","撇,弯钩,撇,点,横,横,横,竖,横折,横","撇,弯钩,撇",1,1,NA,NA,"",NA
"狻",10,"犭","撇,弯钩,撇,撇折,点,撇,点,撇,横撇/横钩,捺","撇,弯钩,撇",1,1,NA,NA,"",NA
"狼",10,"犭","撇,弯钩,撇,点,横折,横,横,竖提,撇,捺","撇,弯钩,撇",1,1,1762,3.246,"",NA
"猁",10,"犭","撇,弯钩,撇,撇,横,竖,撇,点,竖,竖钩","撇,弯钩,撇",1,1,NA,NA,"",NA
"猃",10,"犭","撇,弯钩,撇,撇,捺,横,点,点,撇,横","撇,弯钩,撇",1,1,NA,NA,"",NA
"猇",11,"犭","撇,弯钩,撇,竖,横,横撇/横钩,撇,横,竖弯钩,撇,横折弯钩/横斜钩","撇,弯钩,撇",1,1,NA,NA,"",NA
"猊",11,"犭","撇,弯钩,撇,撇,竖,横,横折,横,横,撇,竖弯钩","撇,弯钩,撇",1,1,NA,NA,"",NA
"猎",11,"犭","撇,弯钩,撇,横,竖,竖,横,竖,横折,横,横","撇,弯钩,撇",1,1,2594,3.414,"",NA
"猕",11,"犭","撇,弯钩,撇,横折,横,竖折折钩,撇,横撇/横钩,竖钩,撇,点","撇,弯钩,撇",1,1,21,1.3222,"",NA
"猖",11,"犭","撇,弯钩,撇,竖,横折,横,横,竖,横折,横,横","撇,弯钩,撇",1,1,40,1.6021,"",NA
"猗",11,"犭","撇,弯钩,撇,横,撇,点,横,竖,横折,横,竖钩","撇,弯钩,撇",1,1,NA,NA,"",NA
"猛",11,"犭","撇,弯钩,撇,横撇/横钩,竖钩,横,竖,横折,竖,竖,横","撇,弯钩,撇",1,1,1386,3.1418,"规则小家族目标字",2
"猜",11,"犭","撇,弯钩,撇,横,横,竖,横,竖,横折钩,横,横","撇,弯钩,撇",1,1,9953,3.998,"",NA
"猝",11,"犭","撇,弯钩,撇,点,横,撇,点,撇,点,横,竖","撇,弯钩,撇",1,1,26,1.415,"",NA
"猞",11,"犭","撇,弯钩,撇,撇,捺,横,横,竖,竖,横折,横","撇,弯钩,撇",1,1,NA,NA,"",NA
"猡",11,"犭","撇,弯钩,撇,竖,横折,竖,竖,横,撇,横撇/横钩,点","撇,弯钩,撇",1,1,30,1.4771,"",NA
"猢",12,"犭","撇,弯钩,撇,横,竖,竖,横折,横,撇,横折钩,横,横","撇,弯钩,撇",1,1,1,0,"",NA
"猥",12,"犭","撇,弯钩,撇,竖,横折,横,竖,横,横,竖提,撇,捺","撇,弯钩,撇",1,1,153,2.1847,"",NA
"猩",12,"犭","撇,弯钩,撇,竖,横折,横,横,撇,横,横,竖,横","撇,弯钩,撇",1,1,685,2.8357,"",NA
"猪",11,"犭","撇,弯钩,撇,横,竖,横,撇,竖,横折,横,横","撇,弯钩,撇",1,1,3020,3.48,"",NA
"猫",11,"犭","撇,弯钩,撇,横,竖,竖,竖,横折,横,竖,横","撇,弯钩,撇",1,1,4131,3.6161,"",NA
"猬",12,"犭","撇,弯钩,撇,竖,横折,横,竖,横,竖,横折钩,横,横","撇,弯钩,撇",1,1,16,1.2041,"",NA
"献",13,"犬","横,竖,竖,横折钩,点,撇,横,横,竖,横,撇,捺,点","横,撇,捺,点",1,1,2264,3.3549,"",NA
"猱",12,"犭","撇,弯钩,撇,横撇/横钩,点,横撇/横钩,竖钩,撇,横,竖,撇,捺","撇,弯钩,撇",1,1,NA,NA,"",NA
"猴",12,"犭","撇,弯钩,撇,撇,竖,横折,横,撇,横,横,撇,捺","撇,弯钩,撇",1,1,1320,3.1206,"",NA
"猷",13,"犬","点,撇,横,竖,横折,撇,竖折/竖弯,横,横,横,撇,捺,点","横,撇,捺,点",1,1,NA,NA,"",NA
"猹",12,"犭","撇,弯钩,撇,横,竖,撇,捺,竖,横折,横,横,横","撇,弯钩,撇",1,1,NA,NA,"",NA
"猾",12,"犭","撇,弯钩,撇,竖,横折,横折,点,横撇/横钩,竖,横折钩,横,横","撇,弯钩,撇",1,1,391,2.5922,"",NA
"猿",13,"犭","撇,弯钩,撇,横,竖,横,竖,横折,横,撇,竖提,撇,捺","撇,弯钩,撇",1,1,188,2.2742,"",NA
"獍",14,"犭","撇,弯钩,撇,点,横,点,撇,横,竖,横折,横,横,撇,竖弯钩","撇,弯钩,撇",1,1,NA,NA,"",NA
"獐",14,"犭","撇,弯钩,撇,点,横,点,撇,横,竖,横折,横,横,横,竖","撇,弯钩,撇",1,1,2,0.301,"",NA
"獒",14,"犬","横,横,竖,横,横折钩,撇,撇,横,撇,点,横,撇,捺,点","横,撇,捺,点",1,1,8,0.9031,"",NA
"獗",15,"犭","撇,弯钩,撇,横,撇,点,撇,横,竖折/竖弯,竖,撇,撇,横撇/横钩,撇,捺","撇,弯钩,撇",1,1,21,1.3222,"",NA
"獠",15,"犭","撇,弯钩,撇,横,撇,捺,点,撇,竖,横折,横,横,竖钩,撇,点","撇,弯钩,撇",1,1,28,1.4472,"",NA
"獬",16,"犭","撇,弯钩,撇,撇,横撇/横钩,撇,横折钩,横,横,竖,横折钩,撇,撇,横,横,竖","撇,弯钩,撇",1,1,NA,NA,"",NA
"獭",16,"犭","撇,弯钩,撇,横,竖,横折,横,竖,撇,点,撇,横撇/横钩,竖,横折,撇,点","撇,弯钩,撇",1,1,96,1.9823,"",NA
"獯",17,"犭","撇,弯钩,撇,撇,横,竖,横折,点,撇,横,竖,横,横,点,点,点,点","撇,弯钩,撇",1,1,NA,NA,"",NA
"獾",20,"犭","撇,弯钩,撇,横,竖,竖,竖,横折,横,竖,横折,横,撇,竖,点,横,横,横,竖,横","撇,弯钩,撇",1,1,56,1.7482,"",NA
"玃",23,"犭","撇,弯钩,撇,竖,横折,横,横,横,竖,横折,横,横,横,撇,竖,点,横,横,横,竖,横,横撇/横钩,捺","撇,弯钩,撇",1,1,NA,NA,"",NA
"玄",5,"玄","点,横,撇折,撇折,点","点,横,撇折,撇折,点",1,1,190,2.2788,"",NA
"率",11,"玄","点,横,撇折,撇折,点,点,提,撇,点,横,竖","点,横,撇折,撇折,点",1,1,2879,3.4592,"",NA
"玉",5,"玉","横,横,竖,横,点","横,横,竖,横,点",1,1,1240,3.0934,"",NA
"王",4,"王","横,横,竖,横","横,横,竖,横",1,1,9733,3.9882,"",NA
"玎",6,"王","横,横,竖,提,横,竖钩","横,横,竖,提",1,1,NA,NA,"",NA
"玑",6,"王","横,横,竖,提,撇,横折弯钩/横斜钩","横,横,竖,提",1,1,80,1.9031,"",NA
"玓",7,"王","横,横,竖,提,撇,横折钩,点","横,横,竖,提",1,1,NA,NA,"",NA
"玖",7,"王","横,横,竖,提,撇,横撇/横钩,捺","横,横,竖,提",1,1,32,1.5051,"",NA
"玛",7,"王","横,横,竖,提,横折,竖折折钩,横","横,横,竖,提",1,1,6597,3.8193,"",NA
"玟",8,"王","横,横,竖,提,点,横,撇,捺","横,横,竖,提",1,1,10,1,"",NA
"玡",8,"王","横,横,竖,提,横,撇折,竖钩,撇","横,横,竖,提",1,1,NA,NA,"",NA
"玢",8,"王","横,横,竖,提,撇,捺,横折钩,撇","横,横,竖,提",1,1,1,0,"",NA
"玩",8,"王","横,横,竖,提,横,横,撇,竖弯钩","横,横,竖,提",1,1,28964,4.4619,"",NA
"玫",8,"攵","横,横,竖,提,撇,横,撇,捺","撇,横,撇,捺",1,1,703,2.847,"",NA
"玮",8,"王","横,横,竖,提,横,横,横折钩,竖","横,横,竖,提",1,1,1,0,"",NA
"环",8,"王","横,横,竖,提,横,撇,竖,点","横,横,竖,提",1,1,4848,3.6856,"",NA
"现",8,"见","横,横,竖,提,竖,横折,撇,竖弯钩","竖,横折,撇,竖弯钩",1,1,137777,5.1392,"",NA
"玲",9,"王","横,横,竖,提,撇,捺,点,横撇/横钩,点","横,横,竖,提",1,1,190,2.2788,"",NA
"玳",9,"王","横,横,竖,提,撇,竖,横,斜钩,点","横,横,竖,提",1,1,NA,NA,"",NA
"玷",9,"王","横,横,竖,提,竖,横,竖,横折,横","横,横,竖,提",1,1,158,2.1987,"",NA
"玺",10,"玉","撇,横撇/横钩,竖钩,撇,点,横,横,竖,横,点","横,横,竖,横,点",1,1,100,2,"",NA
"玻",9,"王","横,横,竖,提,横撇/横钩,撇,竖,横撇/横钩,捺","横,横,竖,提",1,1,1556,3.192,"",NA
"珀",9,"王","横,横,竖,提,撇,竖,横折,横,横","横,横,竖,提",1,1,661,2.8202,"",NA
"珂",9,"王","横,横,竖,提,横,竖,横折,横,竖钩","横,横,竖,提",1,1,53,1.7243,"",NA
"珈",9,"王","横,横,竖,提,横折钩,撇,竖,横折,横","横,横,竖,提",1,1,83,1.9191,"",NA
"珉",9,"王","横,横,竖,提,横折,横,竖提,横,斜钩","横,横,竖,提",1,1,85,1.9294,"",NA
"珊",9,"王","横,横,竖,提,撇,横折钩,撇,横折钩,横","横,横,竖,提",1,1,643,2.8082,"",NA
"珍",9,"王","横,横,竖,提,撇,捺,撇,撇,撇","横,横,竖,提",1,1,2983,3.4747,"",NA
"珏",9,"王","横,横,竖,提,横,横,竖,横,点","横,横,竖,提",1,1,NA,NA,"",NA
"珐",9,"王","横,横,竖,提,横,竖,横,撇折,点","横,横,竖,提",1,1,7,0.8451,"",NA
"珑",9,"王","横,横,竖,提,横,撇,竖弯钩,撇,点","横,横,竖,提",1,1,24,1.3802,"",NA
"珙",10,"王","横,横,竖,提,横,竖,竖,横,撇,点","横,横,竖,提",1,1,NA,NA,"",NA
"珞",10,"王","横,横,竖,提,撇,横撇/横钩,捺,竖,横折,横","横,横,竖,提",1,1,6,0.7782,"",NA
"珠",10,"王","横,横,竖,提,撇,横,横,竖,撇,捺","横,横,竖,提",1,1,1970,3.2945,"规则大家族目标字",1
"珥",10,"王","横,横,竖,提,横,竖,竖,横,横,横","横,横,竖,提",1,1,7,0.8451,"",NA
"珧",10,"王","横,横,竖,提,撇,点,提,竖弯钩,撇,点","横,横,竖,提",1,1,NA,NA,"",NA
"珩",10,"王","横,横,竖,提,撇,撇,竖,横,横,竖钩","横,横,竖,提",1,1,NA,NA,"",NA
"班",10,"王","横,横,竖,提,点,撇,横,横,竖,横","横,横,竖,提",1,1,11120,4.0461,"",NA
"珲",10,"王","横,横,竖,提,点,横撇/横钩,横,撇折,横,竖","横,横,竖,提",1,1,NA,NA,"",NA
"球",11,"王","横,横,竖,提,横,竖钩,点,提,撇,捺,点","横,横,竖,提",1,1,24351,4.3865,"规则大家族目标字",1
"琅",11,"王","横,横,竖,提,点,横折,横,横,竖提,撇,捺","横,横,竖,提",1,1,21,1.3222,"",NA
"理",11,"王","横,横,竖,提,竖,横折,横,横,竖,横,横","横,横,竖,提",1,1,41099,4.6138,"",NA
"琉",11,"王","横,横,竖,提,点,横,撇折,点,撇,竖,竖弯钩","横,横,竖,提",1,1,73,1.8633,"",NA
"琊",10,"王","横,横,竖,提,横,撇折,竖钩,撇,横折折折钩/横撇弯钩,竖","横,横,竖,提",1,1,NA,NA,"",NA
"琏",11,"王","横,横,竖,提,横,撇折,横,竖,点,横折折撇,捺","横,横,竖,提",1,1,NA,NA,"",NA
"琐",11,"王","横,横,竖,提,竖,点,撇,竖,横折,撇,点","横,横,竖,提",1,1,240,2.3802,"",NA
"琚",12,"王","横,横,竖,提,横折,横,撇,横,竖,竖,横折,横","横,横,竖,提",1,1,NA,NA,"",NA
"琛",12,"王","横,横,竖,提,点,横撇/横钩,撇,点,横,竖,撇,捺","横,横,竖,提",1,1,53,1.7243,"",NA
"琢",12,"王","横,横,竖,提,横,撇,弯钩,撇,撇,点,撇,捺","横,横,竖,提",1,1,230,2.3617,"",NA
"琥",12,"王","横,横,竖,提,竖,横,横撇/横钩,撇,横,竖弯钩,撇,横折弯钩/横斜钩","横,横,竖,提",1,1,44,1.6435,"",NA
"琦",12,"王","横,横,竖,提,横,撇,点,横,竖,横折,横,竖钩","横,横,竖,提",1,1,93,1.9685,"",NA
"琨",12,"王","横,横,竖,提,竖,横折,横,横,横,竖提,撇,竖弯钩","横,横,竖,提",1,1,NA,NA,"",NA
"琪",12,"王","横,横,竖,提,横,竖,竖,横,横,横,撇,点","横,横,竖,提",1,1,687,2.837,"",NA
"琬",12,"王","横,横,竖,提,点,点,横撇/横钩,撇,横撇/横钩,点,横折钩,竖弯钩","横,横,竖,提",1,1,NA,NA,"",NA
"琮",12,"王","横,横,竖,提,点,点,横撇/横钩,横,横,竖钩,撇,点","横,横,竖,提",1,1,NA,NA,"",NA
"琰",12,"王","横,横,竖,提,点,撇,撇,点,点,撇,撇,捺","横,横,竖,提",1,1,NA,NA,"",NA
"琳",12,"王","横,横,竖,提,横,竖,撇,点,横,竖,撇,捺","横,横,竖,提",1,1,3183,3.5028,"",NA
"琴",12,"王","横,横,竖,横,横,横,竖,横,撇,捺,点,横撇/横钩","横,横,竖,横",1,1,1955,3.2911,"",NA
"琵",12,"比","横,横,竖,横,横,横,竖,横,横,竖提,撇,竖弯钩","横,竖提,撇,竖弯钩",1,1,36,1.5563,"",NA
"琶",12,"王","横,横,竖,横,横,横,竖,横,横折,竖,横,竖弯钩","横,横,竖,横",1,1,14,1.1461,"",NA
"琼",12,"王","横,横,竖,提,点,横,竖,横折,横,竖钩,撇,点","横,横,竖,提",1,1,972,2.9877,"",NA
"瑁",13,"王","横,横,竖,提,竖,横折,横,横,竖,横折,横,横,横","横,横,竖,提",1,1,NA,NA,"",NA
"瑄",13,"王","横,横,竖,提,点,点,横撇/横钩,横,竖,横折,横,横,横","横,横,竖,提",1,1,NA,NA,"",NA
"瑕",13,"王","横,横,竖,提,横折,横,竖,横,横,横折,横,横撇/横钩,捺","横,横,竖,提",1,1,187,2.2718,"",NA
"瑗",13,"王","横,横,竖,提,撇,点,点,撇,横,横,撇,横撇/横钩,捺","横,横,竖,提",1,1,NA,NA,"",NA
"瑙",13,"王","横,横,竖,提,撇点,撇点,撇点,撇,竖,横折,撇,点,横","横,横,竖,提",1,1,29,1.4624,"",NA
"瑚",13,"王","横,横,竖,提,横,竖,竖,横折,横,撇,横折钩,横,横","横,横,竖,提",1,1,89,1.9494,"",NA
"瑛",12,"王","横,横,竖,提,横,竖,竖,竖,横折,横,撇,捺","横,横,竖,提",1,1,31,1.4914,"",NA
"瑜",13,"王","横,横,竖,提,撇,捺,横,竖,横折钩,横,横,竖,竖钩","横,横,竖,提",1,1,273,2.4362,"",NA
"瑞",13,"王","横,横,竖,提,竖,竖折/竖弯,竖,横,撇,竖,横折钩,竖,竖","横,横,竖,提",1,1,7937,3.8997,"",NA
"瑟",13,"王","横,横,竖,横,横,横,竖,横,点,斜钩,点,撇,点","横,横,竖,横",1,1,3364,3.5269,"",NA
"瑭",14,"王","横,横,竖,提,点,横,撇,横折,横,横,竖,竖,横折,横","横,横,竖,提",1,1,2,0.301,"",NA
"瑰",13,"王","横,横,竖,提,撇,竖,横折,横,横,撇,竖弯钩,撇折,点","横,横,竖,提",1,1,691,2.8395,"",NA
"瑱",14,"王","横,横,竖,提,横,竖,竖,横折,横,横,横,横,撇,点","横,横,竖,提",1,1,NA,NA,"",NA
"瑶",14,"王","横,横,竖,提,撇,点,点,撇,撇,横,横,竖,竖折/竖弯,竖","横,横,竖,提",1,1,7,0.8451,"",NA
"瑷",14,"王","横,横,竖,提,撇,点,点,撇,点,横撇/横钩,横,撇,横撇/横钩,捺","横,横,竖,提",1,1,NA,NA,"",NA
"瑾",15,"王","横,横,竖,提,横,竖,竖,横,竖,横折,横,横,横,竖,横","横,横,竖,提",1,1,14,1.1461,"",NA
"璀",15,"王","横,横,竖,提,竖,竖折/竖弯,竖,撇,竖,点,横,横,横,竖,横","横,横,竖,提",1,1,31,1.4914,"",NA
"璁",15,"王","横,横,竖,提,撇,竖,横折,撇,横撇/横钩,点,横,点,斜钩,点,点","横,横,竖,提",1,1,NA,NA,"",NA
"璃",14,"王","横,横,竖,提,点,横,撇,点,竖折/竖弯,竖,竖,横折钩,撇折,点","横,横,竖,提",1,1,1364,3.1348,"",NA
"璇",15,"王","横,横,竖,提,点,横,横折钩,撇,撇,横,横撇/横钩,竖,横,撇,捺","横,横,竖,提",1,1,1,0,"",NA
"璋",15,"王","横,横,竖,提,点,横,点,撇,横,竖,横折,横,横,横,竖","横,横,竖,提",1,1,NA,NA,"",NA
"璎",15,"王","横,横,竖,提,竖,横折,撇,点,竖,横折,撇,点,撇点,撇,横","横,横,竖,提",1,1,NA,NA,"",NA
"璐",17,"王","横,横,竖,提,竖,横折,横,竖,横,竖,提,撇,横撇/横钩,捺,竖,横折,横","横,横,竖,提",1,1,28,1.4472,"",NA
"璜",15,"王","横,横,竖,提,横,竖,竖,横,竖,横折,横,竖,横,撇,点","横,横,竖,提",1,1,28,1.4472,"",NA
"璞",16,"王","横,横,竖,提,竖,竖,点,撇,横,点,撇,横,横,横,撇,捺","横,横,竖,提",1,1,21,1.3222,"",NA
"璧",18,"玉","横折,横,撇,竖,横折,横,点,横,点,撇,横,横,竖,横,横,竖,横,点","横,横,竖,横,点",1,1,32,1.5051,"",NA
"璨",17,"王","横,横,竖,提,竖,横,撇,横撇/横钩,点,横撇/横钩,点,点,撇,横,竖,撇,捺","横,横,竖,提",1,1,31,1.4914,"",NA
"璩",17,"王","横,横,竖,提,竖,横,横撇/横钩,撇,横,竖弯钩,横,撇,弯钩,撇,撇,撇,捺","横,横,竖,提",1,1,NA,NA,"",NA
"璺",20,"玉","撇,竖,横,横,竖,横折,横,竖,横折,横,横折,横,横,点,横撇/横钩,横,横,竖,横,点","横,横,竖,横,点",1,1,NA,NA,"",NA
"瓒",20,"王","横,横,竖,提,撇,横,竖,横,撇,竖提,撇,横,竖,横,撇,竖弯钩,竖,横折,撇,点","横,横,竖,提",1,1,NA,NA,"",NA
"瓜",5,"瓜","撇,撇,竖提,点,捺","撇,撇,竖提,点,捺",1,1,3315,3.5205,"",NA
"瓞",10,"瓜","撇,撇,竖提,点,捺,撇,横,横,撇,点","撇,撇,竖提,点,捺",1,1,NA,NA,"",NA
"瓠",11,"瓜","横,撇,捺,横,横,竖折折钩,撇,撇,竖提,点,捺","撇,撇,竖提,点,捺",1,1,2,0.301,"",NA
"瓢",16,"瓜","横,竖,横折,竖,竖,横,横,横,竖钩,撇,点,撇,撇,竖提,点,捺","撇,撇,竖提,点,捺",1,1,58,1.7634,"",NA
"瓣",19,"瓜","点,横,点,撇,横,横,撇,撇,撇,竖提,点,捺,点,横,点,撇,横,横,竖","撇,撇,竖提,点,捺",1,1,165,2.2175,"",NA
"瓤",22,"瓜","点,横,竖,横折,横,竖,横折,横,横,横,竖,竖,横,撇,竖提,撇,点,撇,撇,竖提,点,捺","撇,撇,竖提,点,捺",1,1,6,0.7782,"",NA
"瓦",4,"瓦","横,竖提,横折弯钩/横斜钩,点","横,竖提,横折弯钩/横斜钩,点",1,1,3721,3.5707,"",NA
"瓮",8,"瓦","撇,捺,撇折,点,横,竖提,横折弯钩/横斜钩,点","横,竖提,横折弯钩/横斜钩,点",1,1,44,1.6435,"",NA
"瓯",8,"瓦","横,撇,点,竖折/竖弯,横,竖提,横折弯钩/横斜钩,点","横,竖提,横折弯钩/横斜钩,点",1,1,7,0.8451,"",NA
"瓴",9,"瓦","撇,点,点,横撇/横钩,点,横,竖提,横折弯钩/横斜钩,点","横,竖提,横折弯钩/横斜钩,点",1,1,NA,NA,"",NA
"瓶",10,"瓦","点,撇,横,横,撇,竖,横,竖提,横折弯钩/横斜钩,点","横,竖提,横折弯钩/横斜钩,点",1,1,3303,3.5189,"",NA
"瓷",10,"瓦","点,提,撇,横撇/横钩,撇,捺,横,竖提,横折弯钩/横斜钩,点","横,竖提,横折弯钩/横斜钩,点",1,1,332,2.5211,"",NA
"瓿",12,"瓦","点,横,点,撇,横,竖,横折,横,横,竖提,横折弯钩/横斜钩,点","横,竖提,横折弯钩/横斜钩,点",1,1,NA,NA,"",NA
"甄",13,"瓦","横,竖,横折,竖,竖,横,横,竖,提,横,竖提,横折弯钩/横斜钩,点","横,竖提,横折弯钩/横斜钩,点",1,1,38,1.5798,"",NA
"甍",14,"瓦","横,竖,竖,竖,横折,竖,竖,横,点,横撇/横钩,横,竖提,横折弯钩/横斜钩,点","横,竖提,横折弯钩/横斜钩,点",1,1,NA,NA,"",NA
"甏",16,"瓦","横,竖,横,竖,横折,横,点,撇,提,撇,撇,撇,横,竖提,横折弯钩/横斜钩,点","横,竖提,横折弯钩/横斜钩,点",1,1,1,0,"",NA
"甑",16,"瓦","点,撇,竖,横折,竖,点,撇,横,竖,横折,横,横,横,竖提,横折弯钩/横斜钩,点","横,竖提,横折弯钩/横斜钩,点",1,1,2,0.301,"",NA
"甓",17,"瓦","横折,横,撇,竖,横折,横,点,横,点,撇,横,横,竖,横,竖提,横折弯钩/横斜钩,点","横,竖提,横折弯钩/横斜钩,点",1,1,NA,NA,"",NA
"甘",5,"甘","横,竖,竖,横,横","横,竖,竖,横,横",1,1,1213,3.0839,"",NA
"甚",9,"甘","横,竖,竖,横,横,横,撇,点,竖折/竖弯","横,竖,竖,横,横",1,1,7600,3.8808,"",NA
"甜",11,"甘","撇,横,竖,竖,横折,横,横,竖,竖,横,横","横,竖,竖,横,横",1,1,5726,3.7579,"",NA
"生",5,"生","撇,横,横,竖,横","撇,横,横,竖,横",1,1,162725,5.2115,"",NA
"甥",12,"生","撇,横,横,竖,提,竖,横折,横,竖,横,横折钩,撇","撇,横,横,竖,提",1,1,181,2.2577,"",NA
"甦",12,"生","横,竖,横折,横,横,撇,捺,撇,横,横,竖,横","撇,横,横,竖,横",1,1,NA,NA,"",NA
"用",5,"用","撇,横折钩,横,横,竖","撇,横折钩,横,横,竖",1,1,79299,4.8993,"",NA
"甩",5,"用","撇,横折钩,横,横,竖弯钩","撇,横折钩,横,横,竖弯钩",1,1,1719,3.2353,"",NA
"甪",6,"用","撇,撇,横折钩,横,横,竖","撇,横折钩,横,横,竖",1,1,NA,NA,"",NA
"甫",7,"用","横,竖,横折钩,横,横,竖,点","竖,横折钩,横,横,竖",1,1,168,2.2253,"",NA
"甬",7,"用","横撇/横钩,点,竖,横折钩,横,横,竖","竖,横折钩,横,横,竖",1,1,8,0.9031,"",NA
"甭",9,"用","横,撇,竖,点,撇,横折钩,横,横,竖","撇,横折钩,横,横,竖",1,1,107,2.0294,"",NA
"甯",12,"用","点,点,横撇/横钩,点,斜钩,点,点,竖,横折钩,横,横,竖","竖,横折钩,横,横,竖",1,1,NA,NA,"",NA
"田",5,"田","竖,横折,横,竖,横","竖,横折,横,竖,横",1,1,1819,3.2598,"",NA
"由",5,"田","竖,横折,横,竖,横","竖,横折,横,竖,横",1,1,15733,4.1968,"",NA
"甲",5,"田","竖,横折,横,横,竖","竖,横折,横,横,竖",1,1,2487,3.3957,"",NA
"申",5,"田","竖,横折,横,横,竖","竖,横折,横,横,竖",1,1,2358,3.3725,"",NA
"电",5,"田","竖,横折,横,横,竖弯钩","竖,横折,横,横,竖弯钩",1,1,60278,4.7802,"",NA
"男",7,"田","竖,横折,横,竖,横,横折钩,撇","竖,横折,横,竖,横",1,1,30316,4.4817,"",NA
"甸",7,"田","撇,横折钩,竖,横折,横,竖,横","竖,横折,横,竖,横",1,1,172,2.2355,"",NA
"町",7,"田","竖,横折,横,竖,横,横,竖钩","竖,横折,横,竖,横",1,1,67,1.8261,"",NA
"画",8,"田","横,竖,横折,横,竖,横,竖折/竖弯,竖","竖,横折,横,竖,横",1,1,7877,3.8964,"",NA
"甾",8,"田","撇点,撇点,撇点,竖,横折,横,竖,横","竖,横折,横,竖,横",1,1,5,0.699,"",NA
"畀",8,"田","竖,横折,横,竖,横,横,撇,竖","竖,横折,横,竖,横",1,1,NA,NA,"",NA
"畅",8,"田","竖,横折,横,横,竖,横折折折钩/横撇弯钩,撇,撇","竖,横折,横,横,竖",1,1,668,2.8248,"",NA
"畈",9,"田","竖,横折,横,竖,横,撇,撇,横撇/横钩,捺","竖,横折,横,竖,横",1,1,NA,NA,"",NA
"畋",9,"田","竖,横折,横,竖,横,撇,横,撇,捺","竖,横折,横,竖,横",1,1,NA,NA,"",NA
"界",9,"田","竖,横折,横,竖,横,撇,捺,撇,竖","竖,横折,横,竖,横",1,1,15995,4.204,"",NA
"畎",9,"田","竖,横折,横,竖,横,横,撇,捺,点","竖,横折,横,竖,横",1,1,NA,NA,"",NA
"畏",9,"田","竖,横折,横,竖,横,横,竖提,撇,捺","竖,横折,横,竖,横",1,1,717,2.8555,"",NA
"畔",10,"田","竖,横折,横,竖,横,点,撇,横,横,竖","竖,横折,横,竖,横",1,1,81,1.9085,"",NA
"留",10,"田","撇,竖提,点,横折钩,撇,竖,横折,横,竖,横","竖,横折,横,竖,横",1,1,21859,4.3396,"",NA
"畚",10,"田","撇折,点,横,撇,捺,竖,横折,横,竖,横","竖,横折,横,竖,横",1,1,3,0.4771,"",NA
"畛",10,"田","竖,横折,横,竖,横,撇,捺,撇,撇,撇","竖,横折,横,竖,横",1,1,NA,NA,"",NA
"畜",10,"田","点,横,撇折,撇折,点,竖,横折,横,竖,横","竖,横折,横,竖,横",1,1,669,2.8254,"",NA
"略",11,"田","竖,横折,横,竖,横,撇,横撇/横钩,捺,竖,横折,横","竖,横折,横,竖,横",1,1,2210,3.3444,"",NA
