id,word,lexicality,N,RT,RTSD,zRT,zRTSD,ERR,length,tstroke,wfreq,wfreq/mil,cd,C1stroke,C2stroke,C3stroke,C4stroke,C1nwf,C2nwf,C3nwf,C4nwf,C1cf,C2cf,C3cf,C4cf,C1nom,C2nom,C3nom,C4nom,C1nop,C2nop,C3nop,C4nop,C1pr1,C1pr2,C1pr3,C1pr4,C1pr5,C2pr1,C2pr2,C2pr3,C2pr4,C2pr5,C3pr1,C3pr2,C3pr3,C3pr4,C3pr5,C4pr1,C4pr2,C4pr3,C4pr4,C4pr5
301228,生心感,2,39,1120.15,421.97,0.843,1.217,7.14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301229,生界节,2,40,925.36,371.59,0.218,0.906,0.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301230,生祖病,2,40,868.37,335.01,-0.006,0.704,0.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301231,生脾头,2,39,782.74,182.22,-0.119,0.487,4.88,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301232,生折者,2,37,971.26,406.84,0.517,1.243,7.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301233,甲胞化,2,38,840.70,298.85,-0.041,0.703,2.56,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301234,申右率,2,39,964.24,409.61,0.337,1.180,2.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301235,电用体,2,34,910.78,329.02,0.139,0.842,15.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301236,电内剂,2,41,862.39,325.72,0.095,0.903,0.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301237,电书质,2,38,940.88,332.78,0.420,0.997,7.32,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301238,电对家,2,38,851.66,338.51,0.023,0.908,5.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301239,电宅大,2,41,880.51,342.10,0.082,0.783,2.38,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301240,电术核,2,38,1072.26,428.13,0.585,1.082,9.52,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301241,白学椅,2,37,972.87,297.43,0.441,0.839,7.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301242,白响面,2,37,855.61,353.79,0.025,0.910,7.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301243,白节家,2,38,1084.87,471.84,0.973,2.099,7.32,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301244,白青信,2,39,833.19,244.36,-0.011,0.676,2.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301245,皮怜课,2,39,897.69,388.75,0.112,0.954,0.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301246,目理业,2,37,913.74,347.06,0.140,0.897,7.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301247,目请器,2,39,930.09,341.75,0.212,0.827,2.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301248,示面数,2,38,868.68,325.08,0.114,0.806,7.32,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301249,立制节,2,40,919.48,364.96,0.335,1.209,2.44,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301250,立乃率,2,40,800.15,215.50,-0.125,0.638,0.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301251,立下性,2,41,864.94,351.27,0.039,0.882,2.38,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301252,长凉权,2,41,976.67,398.55,0.313,1.041,2.38,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301253,长大场,2,39,958.21,369.03,0.412,1.268,2.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301254,龙股商,2,36,892.07,286.68,0.187,0.741,10.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301255,乒盖雨,2,40,872.43,352.17,0.101,1.010,2.44,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301256,争杀心,2,32,881.92,313.79,0.163,0.695,20.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301257,交老力,2,38,904.08,344.11,0.146,0.892,2.56,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301258,交气员,2,34,886.22,227.32,0.062,0.568,15.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301259,交物数,2,38,1126.07,561.89,0.722,1.355,5.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301260,价班词,2,40,1127.50,562.25,0.890,1.586,2.44,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301261,仿间院,2,40,881.72,289.34,0.198,0.915,2.44,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301262,企行者,2,31,1007.67,397.87,0.467,1.020,22.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301263,休绵气,2,41,894.05,410.39,0.138,1.022,2.38,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301264,休拍国,2,39,863.35,308.37,-0.025,0.748,7.14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301265,优凝会,2,38,833.87,257.35,-0.036,0.705,5.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301266,优半药,2,38,849.14,295.65,0.020,0.698,5.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301267,会定处,2,36,975.95,400.89,0.587,1.373,12.20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301268,会作洞,2,37,941.50,384.02,0.345,1.098,7.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301269,光幕团,2,34,1049.53,363.14,0.641,0.812,12.82,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301270,全容感,2,35,959.93,363.53,0.212,0.769,12.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301271,全计症,2,40,985.53,442.60,0.304,0.948,0.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301272,全民宜,2,40,927.65,400.77,0.280,1.116,2.44,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301273,共忘疡,2,39,865.56,379.62,0.119,1.030,4.88,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301274,关板论,2,38,901.19,381.80,0.199,1.020,5.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301275,关纳器,2,38,911.69,311.99,0.210,0.930,9.52,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301276,兴科生,2,41,943.46,267.67,0.228,0.745,2.38,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301277,农字产,2,36,925.87,368.32,0.231,1.045,10.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301278,冰险制,2,40,834.75,332.36,-0.075,0.781,0.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301279,冲垫院,2,41,902.25,358.46,0.292,1.146,0.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301280,决诞针,2,37,861.05,301.78,0.163,0.973,7.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301281,划令量,2,35,976.84,353.64,0.361,0.941,10.26,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301282,劣俗活,2,28,1142.86,395.61,0.850,1.074,30.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301283,动雷式,2,37,896.79,241.95,0.222,0.962,7.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301284,印陆人,2,40,857.10,308.99,0.058,0.785,2.44,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301285,印伤华,2,39,752.49,242.33,-0.213,0.762,4.88,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301286,危面点,2,38,884.42,275.72,0.109,0.690,5.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301287,合毛酒,2,42,931.54,431.98,0.221,1.040,0.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301288,合券学,2,40,916.02,292.67,0.135,0.858,4.76,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301289,同击道,2,38,847.43,278.06,-0.001,0.819,5.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301290,同技奏,2,37,950.68,405.92,0.259,0.885,7.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301291,同构药,2,41,814.21,243.91,-0.021,0.829,0.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301292,后不杯,2,39,906.19,384.91,0.161,0.929,2.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301293,向心亚,2,36,853.23,256.47,0.019,0.718,7.69,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301294,回积形,2,38,1155.95,560.68,0.800,1.551,5.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301295,团等色,2,38,898.95,388.35,0.053,0.821,5.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301296,地压管,2,34,903.97,289.86,0.314,0.957,17.07,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301297,地整品,2,41,784.96,209.52,-0.157,0.550,0.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301298,多山子,2,40,800.54,317.72,-0.162,0.993,0.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301299,好印区,2,41,833.65,307.08,0.012,1.034,2.38,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301300,好合眼,2,28,1073.39,347.43,0.674,1.152,33.33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301301,守通站,2,38,968.00,360.38,0.428,1.075,5.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301302,安石人,2,37,913.07,345.38,0.181,1.087,7.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301303,安水站,2,39,881.58,250.42,0.260,0.831,4.88,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301304,安射化,2,37,843.37,229.71,0.138,0.728,7.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301305,年尾塔,2,35,975.04,355.93,0.429,1.086,10.26,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301306,年与舱,2,38,912.71,358.03,0.122,0.899,5.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301307,庆藏界,2,39,983.21,488.48,0.276,1.051,2.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301308,异堡体,2,39,745.30,191.56,-0.224,0.629,4.88,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301309,当防剧,2,41,856.24,298.66,0.110,0.960,0.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301310,戏疫者,2,40,942.64,468.11,0.308,1.583,0.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301311,成剧力,2,40,871.69,317.59,0.154,0.988,4.76,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301312,成氧站,2,40,979.83,436.88,0.312,1.144,4.76,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301313,托年任,2,40,882.71,352.33,0.104,1.020,0.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301314,执持业,2,34,1162.56,481.88,1.044,1.191,15.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301315,收鱿道,2,41,859.63,314.18,0.055,0.870,0.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301316,收明物,2,38,980.44,407.51,0.534,1.183,5.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301317,收童者,2,32,1027.41,341.70,0.541,1.042,17.95,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301318,有幕状,2,36,982.83,426.23,0.334,1.095,10.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301319,机风力,2,36,1092.72,455.20,0.858,1.584,10.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301320,杀融证,2,39,847.81,272.90,0.077,0.800,4.88,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301321,杀职产,2,41,777.08,170.05,-0.170,0.469,0.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301322,杂伙器,2,39,875.70,260.90,0.141,0.855,2.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301323,欢信人,2,39,881.39,353.65,0.093,0.784,7.14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301324,死防狂,2,38,970.44,353.81,0.279,0.969,9.52,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301325,死装部,2,39,938.53,353.71,0.294,1.026,2.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301326,污码部,2,38,806.95,282.96,-0.127,0.812,5.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301327,百空计,2,36,893.14,222.69,0.249,0.580,12.20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301328,礼机气,2,38,870.87,392.97,0.064,0.832,5.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301329,礼惠室,2,38,922.12,365.84,0.157,0.860,2.56,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301330,网击剂,2,40,1019.68,392.07,0.445,1.011,0.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301331,羽流站,2,38,923.82,401.57,0.181,1.033,5.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301332,老影经,2,39,920.97,427.78,0.318,1.224,4.88,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301333,老动业,2,41,849.86,305.87,0.066,0.909,0.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301334,老光织,2,39,819.57,262.31,-0.056,0.835,2.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301335,老腐税,2,40,1006.13,420.42,0.486,1.086,4.76,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301336,考私流,2,41,989.14,444.64,0.331,1.244,2.38,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301337,肉面子,2,38,1021.19,374.57,0.657,1.480,5.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301338,自理筒,2,39,938.26,374.69,0.225,0.802,2.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301339,自的服,2,41,921.32,347.84,0.285,0.985,0.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301340,自业炎,2,40,900.81,358.40,0.177,0.901,0.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301341,自胜性,2,32,1137.34,436.27,0.919,1.321,17.95,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301342,血牧馆,2,38,906.55,370.08,0.130,0.916,5.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301343,行时者,2,35,983.92,353.32,0.383,0.945,12.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301344,行聚度,2,37,1013.01,409.57,0.637,1.349,9.76,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301345,西事所,2,41,907.09,304.73,0.283,0.918,0.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301346,设衰馆,2,38,801.82,227.64,-0.116,0.642,5.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301347,边理字,2,40,871.93,378.22,0.085,0.849,4.76,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301348,住饰业,2,40,889.34,298.07,0.083,0.939,4.76,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301349,体上仪,2,40,874.77,258.22,0.068,0.674,0.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301350,作用起,2,31,1151.10,405.44,1.027,1.267,22.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301351,免术娃,2,40,857.49,316.41,0.065,0.869,2.44,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301352,免便箱,2,38,971.22,347.95,0.407,0.962,5.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301353,冷过话,2,37,1086.54,459.92,0.709,1.270,5.13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301354,判音性,2,37,1157.01,506.94,0.788,1.277,7.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301355,助细记,2,39,969.88,442.77,0.271,1.049,2.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301356,助革文,2,40,816.24,353.35,-0.033,0.939,2.44,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301357,劳边骚,2,40,936.67,410.82,0.402,1.332,2.44,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301358,医圆堡,2,39,803.94,215.19,-0.140,0.676,2.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301359,吸查圈,2,42,867.76,287.53,0.092,0.726,0.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301360,吹代腺,2,39,974.15,407.68,0.290,1.157,7.14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301361,坐战地,2,34,1102.46,420.10,0.846,1.142,15.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301362,局审品,2,37,915.79,407.14,0.218,0.984,7.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301363,巡茶机,2,38,1066.85,484.39,0.710,1.240,7.32,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301364,形据碑,2,39,943.93,480.08,0.273,1.286,2.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301365,忍班盒,2,38,882.77,343.63,0.086,0.853,2.56,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301366,志修地,2,35,1003.99,434.33,0.431,1.187,10.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301367,快蕾学,2,39,842.78,302.01,-0.079,0.738,2.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301368,怀学车,2,40,816.36,250.06,0.010,0.820,2.44,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301369,扶波灯,2,39,799.00,238.97,-0.063,0.765,4.88,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301370,抑冰药,2,39,978.11,467.53,0.402,1.326,2.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301371,投将犯,2,39,926.37,352.68,0.303,0.956,7.14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301372,投周赛,2,41,1011.74,379.29,0.436,1.012,2.38,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301373,投功药,2,37,896.35,328.61,0.159,0.831,7.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301374,抗神油,2,36,1016.71,376.42,0.553,1.007,10.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301375,抚销店,2,39,786.62,180.75,-0.138,0.492,4.88,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301376,抛用版,2,37,970.40,369.53,0.518,1.197,7.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301377,护包率,2,34,993.32,434.36,0.477,1.240,12.82,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301378,报限糟,2,39,933.81,355.90,0.211,0.908,2.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301379,时化师,2,38,1014.29,449.62,0.379,1.134,5.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301380,更人教,2,39,755.40,179.77,-0.189,0.624,4.88,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301381,来源院,2,40,841.95,239.04,0.084,0.725,2.44,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301382,求兰军,2,39,739.20,130.24,-0.337,0.362,2.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301383,沙闲球,2,42,894.18,350.89,0.188,0.945,0.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301384,男冻式,2,40,870.84,338.96,-0.030,0.897,4.76,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301385,私析率,2,39,881.33,345.56,0.116,0.998,2.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301386,系边团,2,39,916.24,329.44,0.252,0.911,2.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301387,系野化,2,40,896.03,410.83,0.192,1.115,2.44,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301388,纺谊感,2,39,882.04,361.94,0.087,0.775,2.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301389,肖影画,2,22,1318.47,441.05,1.500,1.230,43.59,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301390,艺心贼,2,37,954.21,331.47,0.320,0.988,7.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301391,走郁金,2,39,884.44,394.00,0.030,1.033,0.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301392,走毛灯,2,41,862.16,264.37,0.126,0.714,0.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301393,走旋员,2,39,793.87,219.97,-0.150,0.518,4.88,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301394,足性者,2,39,973.56,338.06,0.420,0.979,2.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301395,身度伞,2,41,802.89,269.86,-0.139,0.640,2.38,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301396,辛灯商,2,42,888.54,323.43,0.011,0.889,0.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301397,过南人,2,38,949.73,351.30,0.406,1.215,5.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301398,过气灰,2,37,1022.72,463.97,0.491,1.137,7.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301399,里产虫,2,41,829.26,298.10,0.035,1.089,0.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301400,间承病,2,36,798.14,202.58,0.006,0.787,10.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301401,防藏业,2,33,914.39,291.59,0.165,0.659,15.38,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301402,防戏书,2,39,932.45,367.57,0.228,1.041,2.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
