id,word,lexicality,N,RT,RTSD,zRT,zRTSD,ERR,length,tstroke,wfreq,wfreq/mil,cd,C1stroke,C2stroke,C3stroke,C4stroke,C1nwf,C2nwf,C3nwf,C4nwf,C1cf,C2cf,C3cf,C4cf,C1nom,C2nom,C3nom,C4nom,C1nop,C2nop,C3nop,C4nop,C1pr1,C1pr2,C1pr3,C1pr4,C1pr5,C2pr1,C2pr2,C2pr3,C2pr4,C2pr5,C3pr1,C3pr2,C3pr3,C3pr4,C3pr5,C4pr1,C4pr2,C4pr3,C4pr4,C4pr5
301403,防水血,2,37,1172.19,489.67,0.899,1.005,7.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301404,麦啡制,2,36,917.29,469.96,0.196,1.215,12.20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301405,乳颈病,2,36,1076.77,316.87,0.964,1.378,12.20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301406,事默性,2,40,826.04,293.20,-0.030,0.967,0.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301407,使油山,2,39,777.05,254.48,-0.222,0.564,7.14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301408,使物集,2,38,882.41,302.89,0.035,0.807,9.52,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301409,供阳心,2,40,781.63,196.16,-0.185,0.565,0.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301410,净纬文,2,40,939.65,424.31,0.205,1.126,0.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301411,初能师,2,40,935.39,400.79,0.361,1.234,2.44,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301412,制国同,2,40,827.51,243.48,0.032,0.738,0.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301413,制议电,2,36,908.84,317.15,0.166,0.930,7.69,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301414,刹制化,2,37,947.09,346.13,0.278,0.915,7.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301415,单亮人,2,38,858.29,341.07,-0.049,0.772,2.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301416,参风船,2,35,888.99,301.66,0.234,0.928,14.63,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301417,参生局,2,39,860.17,341.59,0.118,1.013,4.88,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301418,受新绵,2,39,940.55,445.27,0.254,1.232,2.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301419,受剂足,2,41,955.53,481.87,0.394,1.471,2.38,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301420,变花商,2,39,1007.03,396.36,0.383,1.081,7.14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301421,周愿字,2,39,919.99,378.31,0.218,1.045,2.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301422,命泪货,2,38,849.42,275.28,0.009,0.750,5.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301423,咖明系,2,41,867.76,298.65,0.092,0.770,0.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301424,国用灯,2,34,899.25,376.03,0.227,0.950,15.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301425,国水席,2,38,828.84,240.93,-0.086,0.596,2.56,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301426,垃线蛇,2,39,933.33,312.83,0.237,0.881,2.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301427,备会室,2,26,1136.21,487.09,0.656,1.030,35.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301428,夜买形,2,41,867.91,394.19,0.085,0.948,0.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301429,委和灯,2,40,750.79,154.02,-0.229,0.465,2.44,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301430,委别箱,2,38,839.43,287.51,0.021,0.948,5.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301431,孤护警,2,40,1012.99,470.69,0.591,1.507,4.76,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301432,学电家,2,37,1144.91,366.96,0.899,1.185,11.90,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301433,定下碑,2,40,833.13,247.36,0.078,1.032,0.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301434,实杂师,2,39,881.85,317.33,0.060,0.700,2.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301435,实游针,2,40,948.63,385.93,0.354,1.019,2.44,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301436,实解子,2,39,866.46,286.41,0.116,0.774,2.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301437,居烧商,2,36,926.21,406.53,0.180,1.034,7.69,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301438,幸学队,2,38,888.88,233.03,0.090,0.634,5.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301439,录化数,2,39,955.66,424.14,0.201,0.981,2.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301440,征知案,2,38,870.23,269.01,0.133,0.812,7.32,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301441,性下率,2,40,961.53,399.61,0.483,1.246,2.44,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301442,总枪片,2,40,965.38,432.62,0.311,1.090,0.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301443,总后戏,2,38,935.15,353.29,0.419,1.222,9.52,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301444,房朋母,2,42,902.60,404.47,0.074,1.136,0.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301445,承拜病,2,39,884.95,320.16,0.146,0.994,2.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301446,承肤色,2,38,937.79,389.45,0.271,0.985,5.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301447,抵风语,2,40,886.02,345.73,0.188,1.037,2.44,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301448,抹政馨,2,39,862.55,295.97,0.123,0.913,2.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301449,拉据舰,2,36,1115.51,452.44,0.860,1.325,7.69,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301450,拉极症,2,40,945.06,339.28,0.257,0.949,0.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301451,拍逐包,2,38,980.84,459.51,0.343,1.297,5.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301452,拍民处,2,38,847.92,270.12,0.145,0.929,7.32,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301453,拓话包,2,40,834.01,301.27,0.097,1.240,2.44,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301454,招经人,2,34,946.27,324.76,0.357,0.923,15.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301455,放铜家,2,40,791.08,243.38,-0.131,0.612,4.76,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301456,放教化,2,41,952.00,307.84,0.237,0.781,2.38,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301457,明恩机,2,40,883.65,377.51,0.075,1.028,0.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301458,服正衣,2,38,1006.08,424.39,0.544,1.325,5.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301459,服痛公,2,40,875.98,324.46,0.160,0.887,2.44,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301460,武准局,2,39,862.07,343.89,0.071,0.829,2.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301461,油地品,2,35,967.91,313.37,0.435,0.970,10.26,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301462,泄泛起,2,36,839.80,287.88,-0.066,0.727,10.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301463,法分型,2,39,1052.47,535.23,0.658,1.533,2.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301464,法略箱,2,39,777.56,217.38,-0.085,0.878,4.88,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301465,泥行药,2,39,818.53,309.75,-0.009,0.947,4.88,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301466,注修费,2,39,995.70,420.53,0.440,1.158,2.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301467,注装计,2,39,903.27,336.32,0.321,1.121,7.14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301468,炒染车,2,42,877.37,283.86,0.005,0.678,0.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301469,物险荒,2,40,899.47,294.73,0.158,0.829,0.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301470,狙用伊,2,38,764.29,206.01,-0.273,0.628,5.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301471,直柜馆,2,37,908.72,443.20,0.259,1.304,9.76,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301472,直套石,2,39,814.64,297.79,-0.061,0.687,2.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301473,知法化,2,29,1125.35,476.52,0.951,1.452,25.64,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301474,社洋局,2,32,850.18,297.87,0.004,0.785,20.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301475,空儿战,2,37,972.74,320.27,0.332,0.760,7.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301476,经行户,2,36,837.43,300.40,0.002,0.931,12.20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301477,经械鞋,2,40,842.94,276.09,0.070,0.753,2.44,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301478,经动速,2,38,1007.51,403.30,0.534,1.002,5.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301479,肺场品,2,41,904.76,407.05,0.125,0.928,2.38,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301480,芭阳舞,2,38,1063.81,374.01,0.580,1.013,9.52,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301481,花学禅,2,39,814.94,300.72,-0.110,0.853,2.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301482,花术力,2,39,931.80,390.19,0.251,0.900,2.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301483,补轮人,2,33,1093.27,425.09,0.947,1.286,19.51,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301484,表信牌,2,37,968.93,380.54,0.394,0.909,7.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301485,运甲机,2,32,1149.62,516.93,0.944,1.646,17.95,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301486,运锈岩,2,36,918.90,383.40,0.111,0.915,10.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301487,运方院,2,37,876.49,273.22,0.025,0.793,7.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301488,近香室,2,40,910.89,432.97,0.248,1.204,2.44,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301489,远查板,2,40,811.85,294.97,-0.061,0.888,2.44,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301490,邮谊人,2,40,879.40,281.74,0.084,0.838,0.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301491,金份机,2,42,868.22,386.36,0.060,0.980,0.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301492,金胡参,2,35,947.38,424.29,0.285,1.267,16.67,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301493,附巧论,2,39,976.27,495.38,0.432,1.448,2.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301494,青绿去,2,36,911.72,326.10,0.249,1.069,10.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301495,青卷力,2,41,815.14,211.89,-0.016,0.696,0.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301496,鱼外艺,2,39,855.75,320.00,0.038,0.730,2.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301497,亲害球,2,39,839.50,244.98,-0.035,0.628,0.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301498,侮放库,2,36,863.70,310.92,-0.015,0.735,10.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301499,侵想度,2,39,941.24,409.05,0.160,0.827,2.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301500,保便风,2,40,751.68,182.33,-0.203,0.587,2.44,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301501,保忆站,2,41,893.68,351.67,0.257,1.110,0.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301502,保卡枪,2,38,880.92,309.43,0.126,0.956,5.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301503,保访米,2,40,906.88,350.44,0.205,0.887,4.76,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301504,保观寺,2,30,949.14,298.27,0.296,0.876,28.57,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301505,保立器,2,38,947.86,417.77,0.373,1.430,5.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301506,信作圈,2,39,918.48,454.49,0.144,1.132,2.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301507,冒期潮,2,38,987.75,427.50,0.558,1.263,7.32,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301508,冠卖期,2,40,853.15,317.36,0.110,0.871,0.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301509,南众园,2,34,970.59,487.60,0.442,1.566,12.82,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301510,响治信,2,37,989.19,427.84,0.368,1.156,7.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301511,垒衣库,2,39,1062.15,488.52,0.551,1.171,2.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301512,复雨克,2,38,821.97,361.77,-0.001,1.278,7.32,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301513,复播架,2,38,773.33,184.96,-0.118,0.649,7.32,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301514,客子波,2,39,844.02,302.12,-0.022,0.775,2.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301515,宣员期,2,39,1060.93,418.97,0.730,1.017,7.14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301516,幽星纸,2,39,990.59,370.09,0.348,0.917,7.14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301517,建士瓶,2,40,928.11,302.15,0.270,0.889,0.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301518,急进池,2,40,902.39,347.11,0.123,0.888,0.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301519,战古处,2,41,886.82,367.94,0.170,1.070,0.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301520,扁中器,2,38,867.06,364.50,0.103,1.041,5.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301521,持心单,2,38,980.84,379.49,0.427,1.080,2.56,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301522,挂布人,2,31,971.70,368.29,0.341,1.005,22.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301523,指捷府,2,39,902.09,370.60,0.154,1.077,2.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301524,指乓体,2,41,938.29,361.69,0.331,1.083,0.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301525,按色镜,2,41,914.29,319.17,0.360,1.133,0.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301526,挑静镜,2,39,888.20,356.96,0.094,0.836,2.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301527,政方剂,2,41,926.24,347.82,0.240,0.926,2.38,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301528,柠航式,2,39,887.10,303.13,0.052,0.896,7.14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301529,洋那松,2,37,797.10,308.65,-0.170,0.828,7.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301530,洗一人,2,39,895.90,438.78,0.091,1.138,2.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301531,洗餐者,2,30,1059.24,427.98,0.979,1.431,26.83,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301532,派表力,2,39,901.97,325.58,0.188,0.846,2.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301533,流集师,2,37,887.93,261.26,0.113,0.737,5.13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301534,流待会,2,38,980.66,363.01,0.372,0.924,5.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301535,流产师,2,23,1188.64,402.51,1.190,1.235,42.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301536,炼机日,2,39,976.24,469.83,0.348,1.097,4.88,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301537,独白球,2,40,983.71,341.16,0.575,1.169,2.44,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301538,玻乐家,2,40,805.64,282.81,-0.112,0.783,0.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301539,相日站,2,39,910.98,423.08,0.248,1.148,7.14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301540,省乐点,2,41,933.48,314.39,0.199,0.905,2.38,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301541,研冒车,2,39,822.66,213.77,-0.071,0.635,2.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301542,科魂费,2,39,894.81,345.42,0.174,1.039,2.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301543,突重地,2,36,1067.51,398.76,0.913,1.219,12.20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301544,类训场,2,39,1043.92,440.49,0.679,1.428,2.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301545,统款能,2,36,922.13,346.69,0.246,0.910,7.69,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301546,统幕物,2,37,931.76,321.31,0.165,0.812,7.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301547,美列店,2,37,992.78,424.38,0.322,1.128,7.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301548,美务部,2,33,1002.67,349.43,0.595,1.115,19.51,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301549,胃察生,2,41,851.97,303.79,0.075,0.841,0.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301550,胆城店,2,37,815.75,249.13,-0.079,0.637,7.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301551,致右学,2,39,912.55,377.12,0.195,0.813,7.14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301552,苦机家,2,41,1022.28,420.31,0.482,1.111,2.38,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301553,视头人,2,38,872.28,254.04,0.053,0.685,5.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301554,视岗品,2,40,885.28,391.09,0.074,0.979,0.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301555,重卵价,2,38,885.88,301.36,0.187,0.773,7.32,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301556,重人油,2,37,902.21,402.46,0.236,1.040,7.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301557,钟政人,2,39,902.52,360.02,0.178,1.063,0.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301558,陌威族,2,37,915.41,372.75,0.196,1.024,7.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301559,降问管,2,40,1026.51,463.98,0.512,1.445,0.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301560,音马区,2,38,847.55,289.43,0.182,1.123,7.32,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301561,食民舱,2,40,897.19,320.53,0.207,0.877,2.44,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301562,首造素,2,39,924.05,331.08,0.271,0.938,2.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301563,修程院,2,41,1003.84,453.06,0.555,1.335,2.38,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301564,修足因,2,41,874.31,319.59,0.005,0.874,2.38,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301565,修通生,2,39,955.85,375.57,0.455,1.270,2.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301566,俱引室,2,39,814.29,202.42,-0.090,0.581,2.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301567,候铜性,2,38,796.02,215.02,-0.103,0.590,7.32,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301568,候河灯,2,36,961.44,416.56,0.422,1.094,10.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301569,准话病,2,37,899.28,301.03,0.203,0.918,2.56,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301570,剧信史,2,38,969.69,361.27,0.369,1.039,5.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301571,原马会,2,37,918.86,346.04,0.165,0.803,7.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301572,原像员,2,38,931.32,382.04,0.264,0.889,7.32,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301573,原泳军,2,41,768.08,209.62,-0.166,0.718,0.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301574,哲断费,2,39,953.66,382.48,0.360,1.050,2.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301575,哺统地,2,37,815.26,257.74,0.006,0.824,11.90,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301576,娱名家,2,33,1054.10,279.63,0.658,0.836,21.43,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301577,宴察人,2,39,849.09,267.82,-0.026,0.706,2.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
